trip_id,date,day_of_week,is_weekend,time_period,scheduled_time,actual_time,route_id,vehicle_id,stage_id,delay_minutes,on_time,cancelled,occupancy_level,weather,incident_type,fare_kes,passenger_rating
TRP01083,26/04/2025,Saturday,Yes,Midday (9Am-4Pm),10:04:00,10:03:00,11,28,5,-1,Yes,No,Full (80-100%),Clear,None,,4.2
TRP00873,31/03/2025,Monday,No,Early Morning (5-7Am),05:24:00,05:24:00,10,100,3,0,Yes,No,Low (<50%),Overcast,None,70.00,4.8
TRP00664,07/06/2025,Saturday,Yes,Midday (9Am-4Pm),15:13:00,15:08:00,7,117,,-5,Yes,No,Moderate (50-80%),Clear,None,150.00,4.7
TRP00594,21/07/2025,Monday,No,Early Morning (5-7Am),05:28:00,05:25:00,10,92,4,-3,Yes,Yes,Moderate (50-80%),Light Rain,None,84.00,3.5
TRP01045,03/01/2025,Friday,No,Evening Peak (4-7Pm),17:18:00,17:42:00,6,107,1,24,No,No,Overloaded (>100%),Light Rain,Traffic Jam,187.00,2.7
TRP00356,18/05/2025,Sunday,Yes,Night (7-10Pm),21:09:00,21:17:00,10,79,10,8,No,No,Full (80-100%),Light Rain,Traffic Jam,83.00,1.6
TRP00094,07/02/2025,Friday,No,Early Morning (5-7Am),06:56:00,06:55:00,1,55,11,-1,Yes,No,Low (<50%),Light Rain,None,111.00,4.2
TRP00686,12/01/2025,Sunday,Yes,Midday (9Am-4Pm),10:48:00,10:48:00,7,53,10,0,Yes,No,Low (<50%),Overcast,None,150.00,3.4
TRP00284,16/08/2025,Saturday,Yes,Midday (9Am-4Pm),15:03:00,15:04:00,7,13,,1,No,No,Low (<50%),Overcast,None,150.00,4.0
TRP00700,31/07/2025,Thursday,No,Midday (9Am-4Pm),11:15:00,11:37:00,2,88,4,22,No,No,Low (<50%),Light Rain,Traffic Jam,97.00,2.4
TRP00083,14/04/2025,Monday,No,Evening Peak (4-7Pm),17:09:00,17:17:00,8,108,2,8,No,No,Overloaded (>100%),Clear,Police Checkpoint,88.00,2.8
TRP00802,09/06/2025,Monday,No,Midday (9Am-4Pm),13:59:00,14:13:00,10,1,3,14,No,No,Moderate (50-80%),Heavy Rain,Road Accident Nearby,81.00,3.3
TRP00225,27/02/2025,Thursday,No,Midday (9Am-4Pm),12:18:00,12:21:00,3,17,11,3,No,No,Low (<50%),Clear,None,120.00,3.7
TRP01218,01/04/2025,Tuesday,No,Evening Peak (4-7Pm),18:15:00,18:23:00,9,109,3,8,No,No,Full (80-100%),Overcast,Road Construction,114.00,2.9
TRP01014,08/08/2025,Friday,No,Morning Peak (7-9Am),07:43:00,08:13:00,2,86,6,30,No,No,,Clear,Vehicle Breakdown,125.00,2.1
TRP00419,02/07/2025,Wednesday,No,Morning Peak (7-9Am),08:07:00,08:20:00,1,4,6,13,No,No,Full (80-100%),Light Rain,Overloading Delay,175.00,1.1
TRP02145,20/01/2025,Monday,No,Night (7-10Pm),19:05:00,19:02:00,12,11,10,-3,Yes,No,Full (80-100%),Clear,None,160.00,3.4
TRP03470,10/06/2025,Tuesday,No,Evening Peak (4-7Pm),18:04:00,18:32:00,5,26,2,28,No,No,  Low (<50%)  ,,Road Accident Nearby,108.00,2.5
TRP00961,25/04/2025,Friday,No,Morning Peak (7-9Am),07:33:00,07:46:00,8,22,10,13,No,No,Overloaded (>100%),Clear,Overloading Delay,77.00,1.4
TRP01987,24/07/2025,Thursday,No,Early Morning (5-7Am),06:23:00,06:27:00,1,5,7,4,No,No,Low (<50%),Light Rain,None,115.00,3.8
TRP00606,25/03/2025,Tuesday,No,Night (7-10Pm),19:27:00,19:29:00,9,86,1,2,No,No,Low (<50%),Clear,Road Construction,80.00,6.8
TRP00585,09/08/2025,Saturday,Yes,Evening Peak (4-7Pm),18:54:00,18:56:00,3,50,7,2,No,No,Moderate (50-80%),Clear,None,154.00,2.8
TRP01137,22/04/2025,Tuesday,No,Morning Peak (7-9Am),07:14:00,07:43:00,9,41,3,29,No,No,Full (80-100%),Clear,Vehicle Breakdown,124.00,2.5
TRP00796,30/07/2025,Wednesday,No,Morning Peak (7-9Am),08:25:00,08:31:00,9,26,6,6,No,No,Overloaded (>100%),Clear,None,119.00,1.3
TRP01151,07/03/2025,Friday,No,Evening Peak (4-7Pm),16:45:00,16:56:00,11,54,6,11,No,No,Full (80-100%),Clear,Road Construction,167.00,2.9
TRP00683,16/01/2025,Thursday,No,Early Morning (5-7Am),05:56:00,06:09:00,12,99,2,13,No,No,Moderate (50-80%),Clear,Road Accident Nearby,160.00,2.4
TRP01706,23/05/2025,Friday,No,Morning Peak (7-9Am),08:50:00,08:53:00,2,105,5,3,No,No,Overloaded (>100%),Overcast,None,132.00,3.8
TRP02818,20/08/2025,Wednesday,No,Early Morning (5-7Am),05:17:00,05:11:00,10,12,6,-6,Yes,No,,Clear,None,70.00,2.7
TRP02537,09/07/2025,Wednesday,No,Evening Peak (4-7Pm),16:15:00,16:20:00,7,14,8,5,No,No,,Light Rain,None,199.00,6.8
TRP03227,22/02/2025,Saturday,Yes,Evening Peak (4-7Pm),16:37:00,16:37:00,9,47,5,0,Yes,No,Low (<50%),Overcast,Road Construction,119.00,2.9
TRP02105,04/06/2025,Wednesday,No,Midday (9Am-4Pm),13:09:00,13:03:00,10,90,9,-6,Yes,No,Moderate (50-80%),Clear,None,70.00,1.8
TRP02220,09/06/2025,Monday,No,Midday (9Am-4Pm),15:07:00,15:06:00,3,61,3,-1,Yes,No,Moderate (50-80%),Clear,None,,4.4
TRP00124,07/04/2025,Friday,No,Evening Peak (4-7Pm),18:46:00,18:53:00,8,4,,7,No,No,Moderate (50-80%),Light Rain,Police Checkpoint,101.00,
TRP01103,24/06/2025,Tuesday,No,Early Morning (5-7Am),05:30:00,05:37:00,9,68,7,7,No,No,Moderate (50-80%),Overcast,Police Checkpoint,80.00,
TRP00821,07/08/2025,Thursday,No,Night (7-10Pm),20:44:00,20:39:00,5,10,5,-5,Yes,No,Full (80-100%),Clear,None,70.00,6.2
TRP02772,04/06/2025,Wednesday,No,Midday (9Am-4Pm),14:58:00,15:16:00,12,84,8,18,No,No,Low (<50%),Overcast,Road Accident Nearby,160.00,3.3
TRP03401,30/07/2025,Wednesday,No,Early Morning (5-7Am),06:24:00,06:25:00,8,65,10,1,No,No,Moderate (50-80%),Light Rain,None,63.00,3.2
TRP00500,12/06/2025,Thursday,No,Midday (9Am-4Pm),15:15:00,15:21:00,10,101,4,6,No,No,Moderate (50-80%),Clear,Police Checkpoint,70.00,
TRP02417,13/02/2025,Thursday,No,Evening Peak (4-7Pm),17:12:00,17:16:00,5,44,11,4,No,No,Full (80-100%),Clear,None,111.00,5.0
TRP01771,10/03/2025,Monday,No,Early Morning (5-7Am),05:07:00,05:04:00,4,32,7,-3,Yes,No,Full (80-100%),Clear,Overloading Delay,80.00,5.0
TRP00959,04/06/2025,Wednesday,No,Morning Peak (7-9Am),08:08:00,08:14:00,7,89,4,6,No,No,Overloaded (>100%),Clear,None,208.00,1.7
TRP01698,23/03/2025,Sunday,Yes,Midday (9Am-4Pm),13:39:00,13:39:00,10,23,1,0,Yes,No,Moderate (50-80%),Clear,None,70.00,3.7
TRP02729,08/04/2025,Tuesday,No,Early Morning (5-7Am),06:11:00,06:29:00,4,102,10,18,No,No,Moderate (50-80%),Clear,Road Accident Nearby,80.00,3.7
TRP00857,13/01/2025,Monday,No,Evening Peak (4-7Pm),18:03:00,18:26:00,9,14,3,23,No,No,Low (<50%),Clear,Vehicle Breakdown,113.00,2.1
TRP01509,03/07/2025,Thursday,No,Evening Peak (4-7Pm),16:25:00,16:33:00,1,15,5,8,No,No,Overloaded (>100%),Clear,Road Construction,149.00,1.5
TRP02621,19/05/2025,Monday,No,Morning Peak (7-9Am),07:17:00,07:34:00,7,65,,17,No,No,Low (<50%),Clear,Road Accident Nearby,192.00,1.5
TRP02615,04/07/2025,Friday,No,Midday (9Am-4Pm),15:49:00,16:03:00,6,99,5,14,No,No,Full (80-100%),Heavy Rain,Road Accident Nearby,119.00,
TRP00975,30/07/2025,Wednesday,No,Midday (9Am-4Pm),13:57:00,14:22:00,11,35,7,25,No,No,Moderate (50-80%),Light Rain,Road Accident Nearby,128.00,
TRP02957,06/01/2025,Monday,No,Early Morning (5-7Am),05:06:00,05:34:00,1,81,1,28,No,No,Moderate (50-80%),Clear,Vehicle Breakdown,100.00,2.4
TRP02031,25/03/2025,Tuesday,No,Midday (9Am-4Pm),10:51:00,10:48:00,11,13,5,-3,Yes,No,Moderate (50-80%),Overcast,None,110.00,3.5
TRP01316,25/05/2025,Sunday,Yes,Early Morning (5-7Am),05:00:00,04:58:00,4,4,7,-2,Yes,No,Moderate (50-80%),Overcast,None,80.00,
TRP03323,30/04/2025,Wednesday,No,Morning Peak (7-9Am),07:43:00,07:53:00,5,41,3,10,No,No,Overloaded (>100%),Overcast,Overloading Delay,101.00,2.5
TRP01629,01/05/2025,Thursday,No,Evening Peak (4-7Pm),17:28:00,17:32:00,4,49,11,4,No,No,Full (80-100%),Clear,None,90.00,2.4
TRP00145,02/06/2025,Monday,No,Morning Peak (7-9Am),08:29:00,08:51:00,11,11,6,22,No,No,Overloaded (>100%),Clear,Road Accident Nearby,154.00,2.5
TRP02379,26/08/2025,Tuesday,No,Morning Peak (7-9Am),08:31:00,08:43:00,1,95,11,12,No,No,  Full (80-100%)  ,Clear,Road Accident Nearby,127.00,4.0
TRP00977,12/03/2025,Wednesday,No,Evening Peak (4-7Pm),17:52:00,18:04:00,1,53,5,12,No,No,Overloaded (>100%),Light Rain,None,189.00,1.7
TRP00647,03/07/2025,Thursday,No,Evening Peak (4-7Pm),18:41:00,19:05:00,7,37,8,24,No,No,Moderate (50-80%),Heavy Rain,Road Construction,199.00,3.2
TRP01424,23/06/2025,Monday,No,Morning Peak (7-9Am),07:09:00,07:27:00,10,103,8,18,No,No,Moderate (50-80%),Clear,Road Construction,106.00,2.6
TRP01284,16/04/2025,Wednesday,No,Midday (9Am-4Pm),09:05:00,09:06:00,11,19,11,1,No,No,Low (<50%),Clear,Police Checkpoint,,4.1
TRP00409,19/01/2025,Sunday,Yes,Early Morning (5-7Am),05:19:00,05:19:00,6,29,11,0,Yes,No,Low (<50%),Clear,Overloading Delay,100.00,5.0
TRP03111,09/04/2025,Wednesday,No,Evening Peak (4-7Pm),18:01:00,18:05:00,2,101,6,4,No,No,Full (80-100%),Light Rain,None,124.00,3.9
TRP01285,16/08/2025,Saturday,Yes,Midday (9Am-4Pm),10:31:00,10:26:00,8,110,9,-5,Yes,Yes,Low (<50%),Clear,None,60.00,3.2
TRP02744,05/06/2025,Thursday,No,Evening Peak (4-7Pm),16:07:00,16:18:00,5,19,9,11,No,No,Full (80-100%),Clear,Overloading Delay,93.00,
TRP01376,06/04/2025,Sunday,Yes,Midday (9Am-4Pm),10:45:00,10:39:00,4,19,2,-6,Yes,No,Full (80-100%),,None,80.00,2.9
TRP01539,06/05/2025,Tuesday,No,Evening Peak (4-7Pm),17:03:00,17:05:00,1,119,1,2,No,No,Full (80-100%),Clear,None,154.00,
TRP02156,12/03/2025,Wednesday,No,Midday (9Am-4Pm),14:13:00,14:19:00,11,74,2,6,No,No,Full (80-100%),Light Rain,None,132.00,3.6
TRP02631,08/06/2025,Sunday,Yes,Night (7-10Pm),21:50:00,21:45:00,5,57,1,-5,Yes,No,Full (80-100%),Clear,None,70.00,2.5
TRP02623,01/06/2025,Sunday,Yes,Morning Peak (7-9Am),08:17:00,08:16:00,10,73,9,-1,Yes,No,Moderate (50-80%),Clear,None,96.00,4.2
TRP00790,17/01/2025,Friday,No,Midday (9Am-4Pm),09:41:00,09:45:00,4,35,10,4,No,No,Full (80-100%),Clear,None,80.00,5.0
TRP03496,12/04/2025,Saturday,Yes,Morning Peak (7-9Am),07:41:00,07:48:00,12,67,8,7,No,No,Moderate (50-80%),Clear,,200.00,2.2
TRP01252,09/04/2025,Wednesday,No,Midday (9Am-4Pm),12:56:00,12:58:00,5,21,9,2,No,No,Low (<50%),Clear,None,70.00,
TRP00444,13/07/2025,Sunday,Yes,Morning Peak (7-9Am),08:28:00,08:40:00,11,116,5,12,No,No,Full (80-100%),Heavy Rain,Police Checkpoint,176.00,
TRP00397,29/05/2025,Thursday,No,Early Morning (5-7Am),06:41:00,06:43:00,12,32,9,2,No,No,Low (<50%),Clear,Overloading Delay,160.00,4.4
TRP01741,24/07/2025,Thursday,No,Midday (9Am-4Pm),11:06:00,11:20:00,8,98,8,14,No,No,Low (<50%),Heavy Rain,None,69.00,3.2
TRP00429,05/04/2025,Saturday,Yes,Morning Peak (7-9Am),07:05:00,07:01:00,2,64,3,-4,Yes,No,Low (<50%),Clear,None,134.00,
TRP03264,08/03/2025,Saturday,Yes,Evening Peak (4-7Pm),17:27:00,17:39:00,10,35,6,12,No,No,Moderate (50-80%),Clear,Road Construction,81.00,3.8
TRP02704,02/05/2025,Friday,No,Midday (9Am-4Pm),15:20:00,15:22:00,9,38,9,2,No,No,Full (80-100%),Clear,None,80.00,3.5
TRP00076,17/07/2025,Thursday,No,Midday (9Am-4Pm),13:40:00,13:37:00,8,21,9,-3,Yes,No,Low (<50%),Overcast,None,60.00,
TRP01146,07/01/2025,Tuesday,No,Morning Peak (7-9Am),07:13:00,07:24:00,10,82,1,11,No,No,Overloaded (>100%),Clear,Traffic Jam,95.00,
TRP03367,28/01/2025,Tuesday,No,Night (7-10Pm),19:41:00,19:42:00,9,50,7,1,No,No,Moderate (50-80%),Clear,None,80.00,3.6
TRP03100,22/05/2025,Thursday,No,Midday (9Am-4Pm),13:06:00,13:00:00,5,18,5,-6,Yes,No,Full (80-100%),Clear,Police Checkpoint,70.00,2.8
TRP01305,07/02/2025,Friday,No,Midday (9Am-4Pm),09:29:00,09:34:00,9,110,,5,No,No,Overloaded (>100%),Clear,Traffic Jam,80.00,2.5
TRP01756,26/07/2025,Saturday,Yes,Midday (9Am-4Pm),11:01:00,11:02:00,4,1,,1,No,No,Full (80-100%),Clear,None,80.00,3.8
TRP02895,23/03/2025,Sunday,Yes,Early Morning (5-7Am),06:05:00,06:10:00,10,33,7,5,No,No,Low (<50%),Heavy Rain,None,83.00,3.1
TRP01288,02/05/2025,Friday,No,Morning Peak (7-9Am),08:10:00,08:37:00,3,87,3,27,No,No,Full (80-100%),,Road Accident Nearby,187.00,1.9
TRP00580,16/08/2025,Saturday,Yes,Early Morning (5-7Am),06:14:00,06:10:00,7,61,8,-4,Yes,No,Overloaded (>100%),Clear,None,150.00,3.1
TRP00710,04/08/2025,Monday,No,Morning Peak (7-9Am),07:11:00,07:19:00,9,34,6,8,No,No,Moderate (50-80%),Clear,None,110.00,
TRP01976,16/07/2025,Wednesday,No,Midday (9Am-4Pm),14:31:00,14:25:00,11,120,11,-6,Yes,No,  Moderate (50-80%)  ,Overcast,None,110.00,3.0
TRP01932,13/01/2025,Monday,No,Midday (9Am-4Pm),15:58:00,15:58:00,1,90,11,0,Yes,No,,Light Rain,None,112.00,4.4
TRP02303,31/03/2025,Monday,No,Morning Peak (7-9Am),07:05:00,07:24:00,5,77,1,19,No,No,Low (<50%),Clear,Road Construction,84.00,3.0
TRP00204,09/08/2025,Saturday,Yes,Early Morning (5-7Am),06:47:00,06:42:00,3,118,6,-5,Yes,No,Full (80-100%),Clear,None,120.00,4.5
TRP03425,19/05/2025,Monday,No,Evening Peak (4-7Pm),18:12:00,18:17:00,1,77,8,5,No,No,Moderate (50-80%),Clear,None,156.00,1.9
TRP00179,03/05/2025,Saturday,Yes,Midday (9Am-4Pm),11:25:00,11:21:00,2,50,7,-4,Yes,No,Full (80-100%),Clear,None,90.00,4.3
TRP00984,03/01/2025,Friday,No,Morning Peak (7-9Am),07:30:00,07:35:00,12,37,,5,No,No,,Clear,None,220.00,3.2
TRP03478,14/03/2025,Friday,No,Midday (9Am-4Pm),11:17:00,11:24:00,11,75,2,7,No,No,Low (<50%),Clear,Road Construction,110.00,2.4
TRP02278,01/03/2025,Saturday,Yes,Evening Peak (4-7Pm),16:02:00,16:06:00,3,52,2,4,No,No,Low (<50%),Clear,None,179.00,4.1
TRP02126,01/01/2025,Wednesday,No,Night (7-10Pm),20:25:00,20:29:00,6,82,2,4,No,No,Moderate (50-80%),Clear,Road Construction,100.00,4.1
TRP01290,11/06/2025,Wednesday,No,Morning Peak (7-9Am),07:16:00,07:28:00,4,89,6,12,No,No,Moderate (50-80%),Light Rain,Traffic Jam,,3.3
TRP01543,01/03/2025,Saturday,Yes,Evening Peak (4-7Pm),16:17:00,16:33:00,6,39,8,16,No,No,Low (<50%),Clear,Traffic Jam,131.00,2.9
TRP01219,29/07/2025,Tuesday,No,Night (7-10Pm),20:27:00,20:40:00,11,5,6,13,No,No,Low (<50%),,Traffic Jam,110.00,2.4
TRP02348,08/04/2025,Tuesday,No,Night (7-10Pm),19:43:00,19:50:00,9,65,2,7,No,No,Full (80-100%),Clear,Traffic Jam,80.00,1.3
TRP01983,30/01/2025,Thursday,No,Evening Peak (4-7Pm),17:12:00,17:21:00,12,118,11,9,No,No,Moderate (50-80%),Clear,Traffic Jam,208.00,2.4
TRP01332,19/05/2025,Monday,No,Night (7-10Pm),21:41:00,21:50:00,7,68,6,9,No,No,Overloaded (>100%),Light Rain,Vehicle Breakdown,181.00,
TRP01939,01/03/2025,Saturday,Yes,Night (7-10Pm),20:57:00,21:00:00,9,47,10,3,No,No,Full (80-100%),Clear,None,80.00,5.0
TRP02906,16/02/2025,Sunday,Yes,Midday (9Am-4Pm),10:26:00,10:34:00,10,55,10,8,No,No,Low (<50%),Clear,Traffic Jam,70.00,1.7
TRP01140,27/06/2025,Friday,No,Night (7-10Pm),21:39:00,22:06:00,12,83,5,27,No,No,Moderate (50-80%),,Vehicle Breakdown,160.00,2.8
TRP00855,15/08/2025,Friday,No,Midday (9Am-4Pm),09:11:00,09:18:00,7,88,4,7,No,No,Moderate (50-80%),Clear,Police Checkpoint,150.00,3.1
TRP00558,16/05/2025,Friday,No,Morning Peak (7-9Am),07:49:00,08:08:00,1,54,8,19,No,No,Full (80-100%),Clear,Vehicle Breakdown,152.00,2.3
TRP03247,24/05/2025,Saturday,Yes,Midday (9Am-4Pm),12:14:00,12:24:00,10,39,3,10,No,No,Moderate (50-80%),Clear,Road Construction,70.00,3.5
TRP01327,13/06/2025,Friday,No,Midday (9Am-4Pm),13:51:00,13:48:00,1,43,4,-3,Yes,No,Low (<50%),Clear,,100.00,3.9
TRP00851,07/06/2025,Saturday,Yes,Evening Peak (4-7Pm),17:36:00,17:37:00,12,95,3,1,No,No,Overloaded (>100%),Clear,None,,4.9
TRP00722,16/03/2025,Sunday,Yes,Morning Peak (7-9Am),08:49:00,09:02:00,5,69,8,13,No,No,Full (80-100%),Light Rain,None,120.00,1.2
TRP02309,26/06/2025,Thursday,No,Evening Peak (4-7Pm),17:53:00,18:25:00,1,13,7,32,No,No,Full (80-100%),Clear,Vehicle Breakdown,111.00,1.9
TRP01723,07/08/2025,Thursday,No,Night (7-10Pm),20:00:00,20:03:00,6,101,8,3,No,No,Low (<50%),Clear,Police Checkpoint,100.00,4.3
TRP03272,15/06/2025,Sunday,Yes,Midday (9Am-4Pm),12:01:00,12:20:00,4,48,6,19,No,No,Low (<50%),Clear,Vehicle Breakdown,80.00,1.2
TRP00747,10/03/2025,Monday,No,Night (7-10Pm),21:24:00,21:25:00,11,73,7,1,No,No,,Clear,Overloading Delay,110.00,2.3
TRP02009,17/03/2025,Monday,No,Morning Peak (7-9Am),08:51:00,08:56:00,12,90,6,5,No,No,Moderate (50-80%),Clear,None,249.00,2.1
TRP02438,23/07/2025,Wednesday,No,Evening Peak (4-7Pm),16:04:00,16:11:00,2,116,11,7,No,No,Low (<50%),Clear,None,126.00,2.0
TRP00508,26/02/2025,Wednesday,No,Evening Peak (4-7Pm),17:59:00,18:08:00,4,74,8,9,No,No,Full (80-100%),Clear,Overloading Delay,119.00,2.6
TRP00812,16/04/2025,Wednesday,No,Midday (9Am-4Pm),13:49:00,14:00:00,12,85,10,11,No,No,Moderate (50-80%),Clear,Road Construction,160.00,3.0
TRP01582,31/01/2025,Friday,No,Evening Peak (4-7Pm),17:13:00,17:18:00,11,6,1,5,No,No,Low (<50%),Overcast,None,139.00,3.6
TRP01337,14/03/2025,Friday,No,Midday (9Am-4Pm),10:32:00,10:40:00,10,23,4,8,No,No,Moderate (50-80%),Heavy Rain,None,87.00,1.7
TRP02560,01/07/2025,Tuesday,No,Early Morning (5-7Am),06:37:00,06:36:00,7,79,,-1,Yes,No,Moderate (50-80%),Clear,Police Checkpoint,150.00,2.8
TRP00460,25/07/2025,Friday,No,Evening Peak (4-7Pm),16:04:00,16:10:00,1,115,3,6,No,No,Moderate (50-80%),Clear,None,153.00,3.4
TRP00633,17/05/2025,Saturday,Yes,Midday (9Am-4Pm),09:42:00,09:56:00,6,62,10,14,No,No,Low (<50%),Clear,Traffic Jam,100.00,
TRP00811,09/06/2025,Monday,No,Evening Peak (4-7Pm),18:03:00,18:12:00,12,71,10,9,No,No,Overloaded (>100%),Overcast,None,201.00,3.9
TRP00462,30/06/2025,Monday,No,Midday (9Am-4Pm),09:43:00,10:02:00,12,36,3,19,No,No,Full (80-100%),Heavy Rain,None,205.00,6.0
TRP00581,11/07/2025,Friday,No,Midday (9Am-4Pm),11:35:00,11:36:00,5,63,11,1,No,No,Low (<50%),Clear,None,70.00,3.5
TRP00692,26/01/2025,Sunday,Yes,Evening Peak (4-7Pm),17:35:00,17:36:00,6,5,3,1,No,No,Overloaded (>100%),Clear,None,116.00,7.4
TRP01737,22/08/2025,Friday,No,Midday (9Am-4Pm),15:16:00,15:22:00,10,70,10,6,No,No,Full (80-100%),Heavy Rain,None,73.00,3.0
TRP00358,25/05/2025,Sunday,Yes,Morning Peak (7-9Am),08:11:00,08:20:00,8,21,4,9,No,No,Moderate (50-80%),Clear,Road Construction,68.00,1.6
TRP01791,21/06/2025,Saturday,Yes,Midday (9Am-4Pm),11:04:00,11:09:00,4,30,10,5,No,No,Moderate (50-80%),Clear,Overloading Delay,80.00,2.4
TRP02066,02/04/2025,Wednesday,No,Midday (9Am-4Pm),11:10:00,11:15:00,1,5,11,5,No,No,Moderate (50-80%),Clear,Police Checkpoint,100.00,
TRP00554,25/02/2025,Tuesday,No,Midday (9Am-4Pm),14:21:00,14:33:00,5,92,10,12,No,No,Low (<50%),Clear,Traffic Jam,70.00,2.6
TRP00586,08/08/2025,Friday,No,Evening Peak (4-7Pm),17:17:00,17:13:00,1,10,1,-4,Yes,No,Moderate (50-80%),Clear,None,139.00,3.7
TRP00677,19/01/2025,Sunday,Yes,Midday (9Am-4Pm),12:16:00,12:22:00,1,114,3,6,No,No,Overloaded (>100%),Clear,Police Checkpoint,100.00,1.4
TRP01250,24/05/2025,Saturday,Yes,Evening Peak (4-7Pm),16:37:00,16:44:00,3,66,3,7,No,No,Overloaded (>100%),Clear,None,150.00,2.8
TRP01739,04/01/2025,Saturday,Yes,Evening Peak (4-7Pm),17:51:00,18:02:00,3,42,1,11,No,No,Full (80-100%),Light Rain,None,183.00,3.0
TRP00706,26/01/2025,Sunday,Yes,Evening Peak (4-7Pm),17:23:00,17:24:00,5,98,9,1,No,Yes,Full (80-100%),Overcast,None,91.00,2.4
TRP02681,07/04/2025,Monday,No,Morning Peak (7-9Am),07:13:00,07:22:00,1,75,10,9,No,No,Moderate (50-80%),Clear,None,,1.0
TRP00687,17/05/2025,Saturday,Yes,Morning Peak (7-9Am),07:29:00,07:29:00,9,54,2,0,Yes,Yes,Full (80-100%),,Overloading Delay,126.00,2.6
TRP02655,27/02/2025,Thursday,No,Midday (9Am-4Pm),12:31:00,12:38:00,9,6,4,7,No,No,Moderate (50-80%),Clear,Vehicle Breakdown,80.00,
TRP00672,20/01/2025,Monday,No,Midday (9Am-4Pm),14:16:00,14:19:00,5,10,1,3,No,No,Overloaded (>100%),Clear,None,70.00,1.9
TRP03091,11/03/2025,Tuesday,No,Evening Peak (4-7Pm),17:43:00,17:53:00,8,89,1,10,No,No,Full (80-100%),Clear,None,77.00,2.9
TRP01501,05/04/2025,Saturday,Yes,Midday (9Am-4Pm),09:27:00,09:26:00,2,66,11,-1,Yes,No,Moderate (50-80%),Clear,Police Checkpoint,155.00,2.5
TRP01532,17/05/2025,Saturday,Yes,Midday (9Am-4Pm),10:46:00,10:42:00,3,67,7,-4,Yes,No,Full (80-100%),Clear,Overloading Delay,120.00,3.8
TRP02207,02/04/2025,Wednesday,No,Morning Peak (7-9Am),07:37:00,07:48:00,11,63,1,11,No,No,Moderate (50-80%),Clear,Road Accident Nearby,147.00,3.7
TRP03327,20/01/2025,Monday,No,Morning Peak (7-9Am),07:31:00,08:00:00,11,64,10,29,No,No,Low (<50%),Clear,Vehicle Breakdown,146.00,2.1
TRP02700,20/04/2025,Sunday,Yes,Midday (9Am-4Pm),09:09:00,09:12:00,12,86,1,3,No,No,  Moderate (50-80%)  ,Clear,Road Construction,160.00,3.3
TRP02730,07/05/2025,Wednesday,No,Midday (9Am-4Pm),13:43:00,13:58:00,9,101,8,15,No,No,Low (<50%),Clear,Road Accident Nearby,80.00,2.3
TRP01165,06/05/2025,Thursday,No,Evening Peak (4-7Pm),17:24:00,17:24:00,3,92,2,0,Yes,No,Full (80-100%),,None,156.00,3.4
TRP02474,30/04/2025,Wednesday,No,Morning Peak (7-9Am),08:48:00,09:16:00,6,21,10,28,No,No,Low (<50%),Clear,Road Accident Nearby,126.00,1.0
TRP02082,22/07/2025,Tuesday,No,Morning Peak (7-9Am),07:10:00,07:23:00,5,31,3,13,No,No,Overloaded (>100%),Clear,None,89.00,1.4
TRP00525,15/03/2025,Saturday,Yes,Night (7-10Pm),20:15:00,20:12:00,2,90,6,-3,Yes,No,Full (80-100%),Clear,None,90.00,4.5
TRP01292,05/05/2025,Monday,No,Midday (9Am-4Pm),09:26:00,09:41:00,4,119,4,15,No,No,Full (80-100%),Heavy Rain,None,92.00,3.7
TRP02738,05/03/2025,Wednesday,No,Evening Peak (4-7Pm),16:48:00,16:59:00,6,79,5,11,No,No,Low (<50%),Clear,Police Checkpoint,119.00,1.7
TRP00390,24/04/2025,Thursday,No,Evening Peak (4-7Pm),17:37:00,17:53:00,10,94,7,16,No,No,Full (80-100%),Clear,Road Accident Nearby,90.00,2.4
TRP02834,03/11/2025,Tuesday,No,Early Morning (5-7Am),06:00:00,06:13:00,10,87,10,13,No,No,Full (80-100%),Light Rain,Traffic Jam,90.00,1.0
TRP00056,04/03/2025,Tuesday,No,Evening Peak (4-7Pm),16:40:00,16:46:00,8,80,6,6,No,No,Moderate (50-80%),Clear,None,88.00,
TRP02523,12/05/2025,Monday,No,Morning Peak (7-9Am),07:37:00,07:38:00,2,117,1,1,No,No,Moderate (50-80%),,None,124.00,3.3
TRP01926,10/05/2025,Saturday,Yes,Midday (9Am-4Pm),14:56:00,15:00:00,7,119,2,4,No,No,Moderate (50-80%),,None,150.00,5.0
TRP02723,09/02/2025,Sunday,Yes,Midday (9Am-4Pm),10:11:00,10:24:00,7,1,4,13,No,No,,Clear,Traffic Jam,150.00,3.9
TRP00880,05/02/2025,Wednesday,No,Early Morning (5-7Am),05:14:00,05:17:00,12,19,11,3,No,No,Moderate (50-80%),Overcast,Police Checkpoint,160.00,4.4
TRP01133,01/04/2025,Tuesday,No,Early Morning (5-7Am),06:57:00,06:56:00,8,88,2,-1,Yes,No,Moderate (50-80%),Light Rain,None,64.00,4.9
TRP02124,10/08/2025,Sunday,Yes,Evening Peak (4-7Pm),17:48:00,17:51:00,3,118,5,3,No,No,Moderate (50-80%),Clear,None,172.00,3.6
